image_id,label,class_name,condition,width,height,filename,relative_path
1412,0,pedestrian crossing,closed,960,1280,photo_4_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\closed\photo_4_2024-12-18_02-36-53.jpg
1776,0,pedestrian crossing,closed,960,1280,photo_63_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_63_2024-10-29_09-42-50.jpg
2011,0,pedestrian crossing,closed,960,1280,photo_85_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_85_2024-12-06_22-25-52.jpg
4123,6,left,opened,436,508,photo_87_2024-12-19_02-00-05.jpg,dataset_top12\left\opened\photo_87_2024-12-19_02-00-05.jpg
581,0,pedestrian crossing,opened,960,1280,photo_66_2024-12-18_13-05-23.jpg,dataset_top12\pedestrian crossing\opened\photo_66_2024-12-18_13-05-23.jpg
4590,8,right,opened,1280,1021,photo_6_2024-12-06_22-24-22.jpg,dataset_top12\right\opened\photo_6_2024-12-06_22-24-22.jpg
4585,8,right,opened,287,289,photo_6_2024-04-25_12-43-13.jpg,dataset_top12\right\opened\photo_6_2024-04-25_12-43-13.jpg
1080,0,pedestrian crossing,closed,960,1280,photo_18_2024-12-06_22-24-57.jpg,dataset_top12\pedestrian crossing\closed\photo_18_2024-12-06_22-24-57.jpg
94,0,pedestrian crossing,opened,960,1280,photo_17_2024-12-18_02-27-47.jpg,dataset_top12\pedestrian crossing\opened\photo_17_2024-12-18_02-27-47.jpg
1771,0,pedestrian crossing,closed,960,1280,photo_62_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_62_2024-12-05_22-23-10.jpg
1829,0,pedestrian crossing,closed,960,1280,photo_68_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_68_2024-12-07_12-48-02.jpg
1209,0,pedestrian crossing,closed,960,1280,photo_30_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-05_22-23-10.jpg
2418,1,give way,closed,4640,3472,IMG_20241029_173550.jpg,dataset_top12\give way\closed\IMG_20241029_173550.jpg
2798,2,tow truck,opened,776,734,photo_33_2024-12-19_02-00-05.jpg,dataset_top12\tow truck\opened\photo_33_2024-12-19_02-00-05.jpg
3588,4,parking place,opened,1061,1280,photo_81_2024-12-18_02-27-08.jpg,dataset_top12\parking place\opened\photo_81_2024-12-18_02-27-08.jpg
3720,5,maximum speed limit_40,opened,741,701,photo_38_2024-12-19_00-10-31.jpg,dataset_top12\maximum speed limit_40\opened\photo_38_2024-12-19_00-10-31.jpg
2748,2,tow truck,opened,412,413,photo_20_2024-12-19_02-03-02.jpg,dataset_top12\tow truck\opened\photo_20_2024-12-19_02-03-02.jpg
2645,1,give way,closed,960,1280,photo_67_2024-12-06_22-24-57.jpg,dataset_top12\give way\closed\photo_67_2024-12-06_22-24-57.jpg
2102,0,pedestrian crossing,closed,960,1280,photo_94_2024-12-07_12-48-37.jpg,dataset_top12\pedestrian crossing\closed\photo_94_2024-12-07_12-48-37.jpg
169,0,pedestrian crossing,opened,960,1280,photo_22_2024-12-19_02-04-54.jpg,dataset_top12\pedestrian crossing\opened\photo_22_2024-12-19_02-04-54.jpg
263,0,pedestrian crossing,opened,960,1280,photo_31_2024-12-19_00-11-08.jpg,dataset_top12\pedestrian crossing\opened\photo_31_2024-12-19_00-11-08.jpg
2738,2,tow truck,opened,419,401,photo_18_2024-12-19_02-03-02.jpg,dataset_top12\tow truck\opened\photo_18_2024-12-19_02-03-02.jpg
5161,11,no entry,opened,960,1280,photo_97_2024-12-18_02-17-59.jpg,dataset_top12\no entry\opened\photo_97_2024-12-18_02-17-59.jpg
1577,0,pedestrian crossing,closed,960,1280,photo_5278624148517676636_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676636_y.jpg
1728,0,pedestrian crossing,closed,960,1280,photo_58_2024-12-07_12-48-37.jpg,dataset_top12\pedestrian crossing\closed\photo_58_2024-12-07_12-48-37.jpg
1142,0,pedestrian crossing,closed,960,1280,photo_24_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_24_2024-12-06_22-23-51.jpg
2207,1,give way,opened,960,1280,photo_26_2024-12-19_02-00-53.jpg,dataset_top12\give way\opened\photo_26_2024-12-19_02-00-53.jpg
537,0,pedestrian crossing,opened,764,764,photo_61_2024-12-19_00-10-31.jpg,dataset_top12\pedestrian crossing\opened\photo_61_2024-12-19_00-10-31.jpg
2512,1,give way,closed,960,946,photo_33_2024-12-07_12-47-32.jpg,dataset_top12\give way\closed\photo_33_2024-12-07_12-47-32.jpg
208,0,pedestrian crossing,opened,960,1280,photo_27_2024-12-18_02-33-06.jpg,dataset_top12\pedestrian crossing\opened\photo_27_2024-12-18_02-33-06.jpg
1741,0,pedestrian crossing,closed,960,1280,photo_5_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_5_2024-10-29_09-53-51.jpg
1853,0,pedestrian crossing,closed,960,1280,photo_70_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_70_2024-10-29_09-42-50.jpg
5090,11,no entry,opened,960,1280,photo_50_2024-12-18_02-25-50.jpg,dataset_top12\no entry\opened\photo_50_2024-12-18_02-25-50.jpg
3797,5,maximum speed limit_40,opened,960,1280,photo_71_2024-12-18_02-27-47.jpg,dataset_top12\maximum speed limit_40\opened\photo_71_2024-12-18_02-27-47.jpg
799,0,pedestrian crossing,opened,960,1280,photo_8_2024-12-19_00-11-08.jpg,dataset_top12\pedestrian crossing\opened\photo_8_2024-12-19_00-11-08.jpg
4371,7,stop line,closed,360,424,photo_5278624148517676367_y.jpg,dataset_top12\stop line\closed\photo_5278624148517676367_y.jpg
55,0,pedestrian crossing,opened,830,1020,photo_13_2024-12-18_13-07-03.jpg,dataset_top12\pedestrian crossing\opened\photo_13_2024-12-18_13-07-03.jpg
1761,0,pedestrian crossing,closed,960,1280,photo_61_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_61_2024-10-29_09-53-51.jpg
5097,11,no entry,opened,960,1280,photo_53_2024-12-18_13-05-23.jpg,dataset_top12\no entry\opened\photo_53_2024-12-18_13-05-23.jpg
1799,0,pedestrian crossing,closed,960,1280,photo_65_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_65_2024-12-06_22-25-52.jpg
4054,6,left,opened,128,131,photo_34_2024-04-25_12-41-12_0.jpg,dataset_top12\left\opened\photo_34_2024-04-25_12-41-12_0.jpg
2185,1,give way,opened,960,994,photo_20_2024-12-18_13-05-57.jpg,dataset_top12\give way\opened\photo_20_2024-12-18_13-05-57.jpg
3140,3,no stopping,opened,960,1280,photo_68_2024-12-18_02-19-24.jpg,dataset_top12\no stopping\opened\photo_68_2024-12-18_02-19-24.jpg
3312,3,no stopping,closed,998,994,photo_73_2024-12-07_12-46-04.jpg,dataset_top12\no stopping\closed\photo_73_2024-12-07_12-46-04.jpg
5150,11,no entry,opened,960,1280,photo_91_2024-12-18_02-28-33.jpg,dataset_top12\no entry\opened\photo_91_2024-12-18_02-28-33.jpg
1796,0,pedestrian crossing,closed,960,1280,photo_65_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_65_2024-10-29_09-53-51.jpg
4305,7,stop line,opened,806,772,photo_72_2024-12-19_00-10-31.jpg,dataset_top12\stop line\opened\photo_72_2024-12-19_00-10-31.jpg
56,0,pedestrian crossing,opened,960,1280,photo_13_2024-12-19_00-11-08.jpg,dataset_top12\pedestrian crossing\opened\photo_13_2024-12-19_00-11-08.jpg
1144,0,pedestrian crossing,closed,960,1280,photo_24_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_24_2024-12-07_12-48-36.jpg
2245,1,give way,opened,484,423,photo_3_2024-12-09_12-50-33_1.jpg,dataset_top12\give way\opened\photo_3_2024-12-09_12-50-33_1.jpg
2072,0,pedestrian crossing,closed,960,1280,photo_90_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_90_2024-12-07_12-49-18.jpg
4528,8,right,opened,73,88,photo_36_2024-04-25_12-20-30_0.jpg,dataset_top12\right\opened\photo_36_2024-04-25_12-20-30_0.jpg
2357,1,give way,opened,519,513,photo_89_2024-12-19_02-00-53.jpg,dataset_top12\give way\opened\photo_89_2024-12-19_02-00-53.jpg
1093,0,pedestrian crossing,closed,960,1280,photo_1_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_1_2024-12-06_22-25-52.jpg
2956,2,tow truck,opened,960,1280,photo_93_2024-12-18_02-27-47.jpg,dataset_top12\tow truck\opened\photo_93_2024-12-18_02-27-47.jpg
3933,6,left,opened,452,536,IMG_0762.JPG,dataset_top12\left\opened\IMG_0762.JPG
1188,0,pedestrian crossing,closed,960,1280,photo_29_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-12-06_22-23-51.jpg
197,0,pedestrian crossing,opened,960,1280,photo_26_2024-12-09_12-46-01.jpg,dataset_top12\pedestrian crossing\opened\photo_26_2024-12-09_12-46-01.jpg
4149,6,left,closed,397,398,photo_19_2024-11-28_18-31-49.jpg,dataset_top12\left\closed\photo_19_2024-11-28_18-31-49.jpg
3976,6,left,opened,455,688,IMG_0830.JPG,dataset_top12\left\opened\IMG_0830.JPG
4091,6,left,opened,132,132,photo_4_2024-04-25_12-43-13_l.jpg,dataset_top12\left\opened\photo_4_2024-04-25_12-43-13_l.jpg
601,0,pedestrian crossing,opened,960,1280,photo_68_2024-12-18_13-06-32.jpg,dataset_top12\pedestrian crossing\opened\photo_68_2024-12-18_13-06-32.jpg
3385,4,parking place,opened,960,1280,photo_17_2024-12-19_01-59-18.jpg,dataset_top12\parking place\opened\photo_17_2024-12-19_01-59-18.jpg
2432,1,give way,closed,4640,3472,IMG_20241029_175736.jpg,dataset_top12\give way\closed\IMG_20241029_175736.jpg
3601,4,parking place,opened,960,1280,photo_87_2024-12-18_02-33-06.jpg,dataset_top12\parking place\opened\photo_87_2024-12-18_02-33-06.jpg
555,0,pedestrian crossing,opened,960,1280,photo_63_2024-12-19_02-04-55.jpg,dataset_top12\pedestrian crossing\opened\photo_63_2024-12-19_02-04-55.jpg
561,0,pedestrian crossing,opened,960,1280,photo_64_2024-12-18_13-03-52.jpg,dataset_top12\pedestrian crossing\opened\photo_64_2024-12-18_13-03-52.jpg
816,0,pedestrian crossing,opened,960,1280,photo_91_2024-12-19_02-04-55.jpg,dataset_top12\pedestrian crossing\opened\photo_91_2024-12-19_02-04-55.jpg
1385,0,pedestrian crossing,closed,960,1280,photo_48_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_48_2024-12-05_22-23-25.jpg
4871,10,bus stop,closed,4624,3468,20241102_120115.jpg,dataset_top12\bus stop\closed\20241102_120115.jpg
1987,0,pedestrian crossing,closed,960,1280,photo_82_2024-12-07_12-51-07.jpg,dataset_top12\pedestrian crossing\closed\photo_82_2024-12-07_12-51-07.jpg
1266,0,pedestrian crossing,closed,1266,1280,photo_36_2024-12-05_22-23-50.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-05_22-23-50.jpg
3448,4,parking place,opened,960,1280,photo_33_2024-12-18_02-17-32.jpg,dataset_top12\parking place\opened\photo_33_2024-12-18_02-17-32.jpg
687,0,pedestrian crossing,opened,960,1280,photo_77_2024-12-18_13-05-23.jpg,dataset_top12\pedestrian crossing\opened\photo_77_2024-12-18_13-05-23.jpg
4438,8,right,opened,816,926,IMG_0817.JPG,dataset_top12\right\opened\IMG_0817.JPG
108,0,pedestrian crossing,opened,960,1280,photo_18_2024-12-18_13-03-52.jpg,dataset_top12\pedestrian crossing\opened\photo_18_2024-12-18_13-03-52.jpg
3786,5,maximum speed limit_40,opened,569,583,photo_62_2024-12-19_02-03-02.jpg,dataset_top12\maximum speed limit_40\opened\photo_62_2024-12-19_02-03-02.jpg
1957,0,pedestrian crossing,closed,960,1280,photo_7_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\closed\photo_7_2024-12-18_02-36-53.jpg
1360,0,pedestrian crossing,closed,1269,1280,photo_45_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_45_2024-12-07_12-48-02.jpg
2869,2,tow truck,opened,573,590,photo_57_2024-12-19_02-03-02.jpg,dataset_top12\tow truck\opened\photo_57_2024-12-19_02-03-02.jpg
3370,4,parking place,opened,960,1280,photo_14_2024-12-18_02-17-32.jpg,dataset_top12\parking place\opened\photo_14_2024-12-18_02-17-32.jpg
3322,3,no stopping,closed,402,502,photo_78_2024-12-07_12-46-04.jpg,dataset_top12\no stopping\closed\photo_78_2024-12-07_12-46-04.jpg
2643,1,give way,closed,960,1280,photo_66_2024-12-06_22-24-57.jpg,dataset_top12\give way\closed\photo_66_2024-12-06_22-24-57.jpg
1760,0,pedestrian crossing,closed,960,1280,photo_61_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_61_2024-10-29_09-42-50.jpg
3935,6,left,opened,388,482,IMG_0763.JPG,dataset_top12\left\opened\IMG_0763.JPG
309,0,pedestrian crossing,opened,960,1280,photo_36_2024-12-18_02-27-47.jpg,dataset_top12\pedestrian crossing\opened\photo_36_2024-12-18_02-27-47.jpg
2882,2,tow truck,opened,702,613,photo_62_2024-12-18_02-17-59.jpg,dataset_top12\tow truck\opened\photo_62_2024-12-18_02-17-59.jpg
3513,4,parking place,opened,546,447,photo_57_2024-12-18_02-28-33.jpg,dataset_top12\parking place\opened\photo_57_2024-12-18_02-28-33.jpg
855,0,pedestrian crossing,opened,960,1280,photo_96_2024-12-18_02-27-47.jpg,dataset_top12\pedestrian crossing\opened\photo_96_2024-12-18_02-27-47.jpg
3301,3,no stopping,closed,876,726,photo_65_2024-12-07_12-46-04.jpg,dataset_top12\no stopping\closed\photo_65_2024-12-07_12-46-04.jpg
3156,3,no stopping,opened,960,1280,photo_73_2024-12-18_12-58-24.jpg,dataset_top12\no stopping\opened\photo_73_2024-12-18_12-58-24.jpg
326,0,pedestrian crossing,opened,960,1280,photo_37_2024-12-18_13-05-23.jpg,dataset_top12\pedestrian crossing\opened\photo_37_2024-12-18_13-05-23.jpg
2423,1,give way,closed,3472,3605,IMG_20241029_175149.jpg,dataset_top12\give way\closed\IMG_20241029_175149.jpg
4693,9,straight,opened,103,108,photo_15_2024-04-25_12-43-13_9.jpg,dataset_top12\straight\opened\photo_15_2024-04-25_12-43-13_9.jpg
4176,7,stop line,opened,751,767,photo_10_2024-12-18_02-11-31.jpg,dataset_top12\stop line\opened\photo_10_2024-12-18_02-11-31.jpg
4814,9,straight,opened,99,93,photo_9_2024-04-25_12-41-12_9.jpg,dataset_top12\straight\opened\photo_9_2024-04-25_12-41-12_9.jpg
4178,7,stop line,opened,719,732,photo_11_2024-12-18_02-25-50.jpg,dataset_top12\stop line\opened\photo_11_2024-12-18_02-25-50.jpg
2138,1,give way,opened,703,655,photo_10_2024-12-19_02-00-53.jpg,dataset_top12\give way\opened\photo_10_2024-12-19_02-00-53.jpg
4463,8,right,opened,306,357,photo_16_2024-04-25_12-20-30.jpg,dataset_top12\right\opened\photo_16_2024-04-25_12-20-30.jpg
4738,9,straight,opened,470,467,photo_3_2024-05-17_15-34-29_u.jpg,dataset_top12\straight\opened\photo_3_2024-05-17_15-34-29_u.jpg
3629,4,parking place,opened,801,745,photo_98_2024-12-18_02-33-06.jpg,dataset_top12\parking place\opened\photo_98_2024-12-18_02-33-06.jpg
4949,10,bus stop,closed,960,1280,photo_41_2024-12-07_12-47-32.jpg,dataset_top12\bus stop\closed\photo_41_2024-12-07_12-47-32.jpg
3032,2,tow truck,closed,527,528,photo_88_2024-12-09_12-45-24.jpg,dataset_top12\tow truck\closed\photo_88_2024-12-09_12-45-24.jpg
4906,10,bus stop,closed,960,1280,photo_20_2024-10-29_09-54-21.jpg,dataset_top12\bus stop\closed\photo_20_2024-10-29_09-54-21.jpg
2991,2,tow truck,closed,1205,866,photo_21_2024-12-06_22-25-22.jpg,dataset_top12\tow truck\closed\photo_21_2024-12-06_22-25-22.jpg
447,0,pedestrian crossing,opened,960,1280,photo_50_2024-12-19_02-04-55.jpg,dataset_top12\pedestrian crossing\opened\photo_50_2024-12-19_02-04-55.jpg
2230,1,give way,opened,960,1280,photo_34_2024-12-18_13-01-24.jpg,dataset_top12\give way\opened\photo_34_2024-12-18_13-01-24.jpg
2954,2,tow truck,opened,690,518,photo_92_2024-12-18_13-02-04.jpg,dataset_top12\tow truck\opened\photo_92_2024-12-18_13-02-04.jpg
4529,8,right,opened,557,540,photo_36_2024-04-25_12-41-12.jpg,dataset_top12\right\opened\photo_36_2024-04-25_12-41-12.jpg
3360,4,parking place,opened,960,1280,photo_10_2024-12-18_13-05-57.jpg,dataset_top12\parking place\opened\photo_10_2024-12-18_13-05-57.jpg
689,0,pedestrian crossing,opened,960,1280,photo_77_2024-12-18_13-06-32.jpg,dataset_top12\pedestrian crossing\opened\photo_77_2024-12-18_13-06-32.jpg
1559,0,pedestrian crossing,closed,960,1280,photo_5278624148517676610_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676610_y.jpg
508,0,pedestrian crossing,opened,960,1280,photo_59_2024-12-09_12-46-01.jpg,dataset_top12\pedestrian crossing\opened\photo_59_2024-12-09_12-46-01.jpg
2407,1,give way,closed,945,1012,IMG_20241017_163825.jpg,dataset_top12\give way\closed\IMG_20241017_163825.jpg
3749,5,maximum speed limit_40,opened,647,622,photo_49_2024-12-18_02-22-06.jpg,dataset_top12\maximum speed limit_40\opened\photo_49_2024-12-18_02-22-06.jpg
4580,8,right,opened,517,551,photo_69_2024-12-19_02-00-05.jpg,dataset_top12\right\opened\photo_69_2024-12-19_02-00-05.jpg
2450,1,give way,closed,960,1280,photo_11_2024-12-07_12-48-36.jpg,dataset_top12\give way\closed\photo_11_2024-12-07_12-48-36.jpg
4696,9,straight,opened,302,352,photo_17_2024-04-25_12-43-13.jpg,dataset_top12\straight\opened\photo_17_2024-04-25_12-43-13.jpg
3763,5,maximum speed limit_40,opened,400,433,photo_5278624148517676691_y.jpg,dataset_top12\maximum speed limit_40\opened\photo_5278624148517676691_y.jpg
2124,0,pedestrian crossing,closed,1021,1280,photo_98_2024-12-07_12-46-52.jpg,dataset_top12\pedestrian crossing\closed\photo_98_2024-12-07_12-46-52.jpg
4409,8,right,opened,304,464,IMG_0770.JPG,dataset_top12\right\opened\IMG_0770.JPG
3128,3,no stopping,opened,960,1280,photo_5_2024-12-18_13-02-03.jpg,dataset_top12\no stopping\opened\photo_5_2024-12-18_13-02-03.jpg
1571,0,pedestrian crossing,closed,960,1280,photo_5278624148517676622_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676622_y.jpg
1013,0,pedestrian crossing,closed,960,1280,photo_100_2024-12-06_22-24-22.jpg,dataset_top12\pedestrian crossing\closed\photo_100_2024-12-06_22-24-22.jpg
5096,11,no entry,opened,960,1280,photo_53_2024-12-18_02-27-47.jpg,dataset_top12\no entry\opened\photo_53_2024-12-18_02-27-47.jpg
3561,4,parking place,opened,960,1280,photo_70_2024-12-19_01-59-18.jpg,dataset_top12\parking place\opened\photo_70_2024-12-19_01-59-18.jpg
3718,5,maximum speed limit_40,opened,690,672,photo_37_2024-12-19_01-58-39.jpg,dataset_top12\maximum speed limit_40\opened\photo_37_2024-12-19_01-58-39.jpg
1458,0,pedestrian crossing,closed,960,1280,photo_5278624148517676325_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676325_y.jpg
1537,0,pedestrian crossing,closed,720,1280,photo_5278624148517676491_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676491_y.jpg
1736,0,pedestrian crossing,closed,960,1280,photo_59_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_59_2024-12-07_12-48-02.jpg
527,0,pedestrian crossing,opened,960,1280,photo_60_2024-12-18_12-58-24.jpg,dataset_top12\pedestrian crossing\opened\photo_60_2024-12-18_12-58-24.jpg
1903,0,pedestrian crossing,closed,830,1107,photo_75_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_75_2024-10-29_09-53-51.jpg
3706,5,maximum speed limit_40,opened,536,488,photo_2_2024-12-19_02-03-02.jpg,dataset_top12\maximum speed limit_40\opened\photo_2_2024-12-19_02-03-02.jpg
4275,7,stop line,opened,649,652,photo_52_2024-12-09_12-46-32.jpg,dataset_top12\stop line\opened\photo_52_2024-12-09_12-46-32.jpg
1966,0,pedestrian crossing,closed,960,1280,photo_80_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_80_2024-12-07_12-49-18.jpg
739,0,pedestrian crossing,opened,960,1280,photo_82_2024-12-18_13-05-57.jpg,dataset_top12\pedestrian crossing\opened\photo_82_2024-12-18_13-05-57.jpg
1019,0,pedestrian crossing,closed,960,1280,photo_10_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_10_2024-12-07_12-48-36.jpg
4259,7,stop line,opened,848,711,photo_47_2024-12-18_13-01-24.jpg,dataset_top12\stop line\opened\photo_47_2024-12-18_13-01-24.jpg
1874,0,pedestrian crossing,closed,960,1280,photo_72_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_72_2024-12-05_22-23-25.jpg
3349,3,no stopping,closed,1280,852,photo_94_2024-12-05_22-23-10.jpg,dataset_top12\no stopping\closed\photo_94_2024-12-05_22-23-10.jpg
3119,3,no stopping,opened,907,895,photo_55_2024-12-18_13-00-25.jpg,dataset_top12\no stopping\opened\photo_55_2024-12-18_13-00-25.jpg
1886,0,pedestrian crossing,closed,1090,1280,photo_73_2024-12-07_12-46-52.jpg,dataset_top12\pedestrian crossing\closed\photo_73_2024-12-07_12-46-52.jpg
1699,0,pedestrian crossing,closed,960,1280,photo_55_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_55_2024-12-07_12-48-02.jpg
3811,5,maximum speed limit_40,opened,559,556,photo_78_2024-12-19_02-03-02.jpg,dataset_top12\maximum speed limit_40\opened\photo_78_2024-12-19_02-03-02.jpg
3630,4,parking place,opened,960,1280,photo_98_2024-12-19_01-59-18.jpg,dataset_top12\parking place\opened\photo_98_2024-12-19_01-59-18.jpg
3794,5,maximum speed limit_40,opened,713,683,photo_69_2024-12-18_13-02-04.jpg,dataset_top12\maximum speed limit_40\opened\photo_69_2024-12-18_13-02-04.jpg
1913,0,pedestrian crossing,closed,960,1280,photo_76_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_76_2024-10-29_09-53-08.jpg
1642,0,pedestrian crossing,closed,720,1280,photo_5278624148517676763_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676763_y.jpg
606,0,pedestrian crossing,opened,797,846,photo_69_2024-12-18_02-33-06.jpg,dataset_top12\pedestrian crossing\opened\photo_69_2024-12-18_02-33-06.jpg
3496,4,parking place,opened,960,1280,photo_51_2024-12-18_13-05-57.jpg,dataset_top12\parking place\opened\photo_51_2024-12-18_13-05-57.jpg
1632,0,pedestrian crossing,closed,720,1280,photo_5278624148517676750_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676750_y.jpg
3251,3,no stopping,closed,960,1280,photo_16_2024-12-06_22-25-22.jpg,dataset_top12\no stopping\closed\photo_16_2024-12-06_22-25-22.jpg
96,0,pedestrian crossing,opened,960,1280,photo_17_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\opened\photo_17_2024-12-18_02-36-53.jpg
3338,3,no stopping,closed,1105,763,photo_89_2024-12-06_22-24-57.jpg,dataset_top12\no stopping\closed\photo_89_2024-12-06_22-24-57.jpg
2994,2,tow truck,closed,513,518,photo_33_2024-12-06_22-25-22.jpg,dataset_top12\tow truck\closed\photo_33_2024-12-06_22-25-22.jpg
988,0,pedestrian crossing,closed,4640,3472,IMG_20241029_175802.jpg,dataset_top12\pedestrian crossing\closed\IMG_20241029_175802.jpg
2150,1,give way,opened,963,1280,photo_14_2024-12-07_12-46-04.jpg,dataset_top12\give way\opened\photo_14_2024-12-07_12-46-04.jpg
3272,3,no stopping,closed,765,791,photo_33_2024-12-06_22-25-22_1.jpg,dataset_top12\no stopping\closed\photo_33_2024-12-06_22-25-22_1.jpg
319,0,pedestrian crossing,opened,960,1280,photo_37_2024-12-18_02-17-32.jpg,dataset_top12\pedestrian crossing\opened\photo_37_2024-12-18_02-17-32.jpg
2628,1,give way,closed,807,1108,photo_60_2024-10-29_09-53-51.jpg,dataset_top12\give way\closed\photo_60_2024-10-29_09-53-51.jpg
2107,0,pedestrian crossing,closed,960,1280,photo_95_2024-12-05_22-22-53.jpg,dataset_top12\pedestrian crossing\closed\photo_95_2024-12-05_22-22-53.jpg
1541,0,pedestrian crossing,closed,720,1280,photo_5278624148517676510_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676510_y.jpg
2636,1,give way,closed,960,1280,photo_64_2024-12-06_22-24-57.jpg,dataset_top12\give way\closed\photo_64_2024-12-06_22-24-57.jpg
3211,3,no stopping,closed,2034,2082,20241102_112629.jpg,dataset_top12\no stopping\closed\20241102_112629.jpg
916,0,pedestrian crossing,closed,3096,2966,20241102_122033.jpg,dataset_top12\pedestrian crossing\closed\20241102_122033.jpg
2755,2,tow truck,opened,960,779,photo_22_2024-12-19_01-58-39.jpg,dataset_top12\tow truck\opened\photo_22_2024-12-19_01-58-39.jpg
36,0,pedestrian crossing,opened,960,1280,photo_12_2024-12-18_02-33-06.jpg,dataset_top12\pedestrian crossing\opened\photo_12_2024-12-18_02-33-06.jpg
1561,0,pedestrian crossing,closed,585,789,photo_5278624148517676612_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676612_y.jpg
3089,3,no stopping,opened,960,1280,photo_30_2024-12-18_13-03-52.jpg,dataset_top12\no stopping\opened\photo_30_2024-12-18_13-03-52.jpg
1609,0,pedestrian crossing,closed,720,1280,photo_5278624148517676727_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676727_y.jpg
3524,4,parking place,opened,960,1280,photo_59_2024-12-19_01-59-18.jpg,dataset_top12\parking place\opened\photo_59_2024-12-19_01-59-18.jpg
775,0,pedestrian crossing,opened,960,1280,photo_87_2024-12-19_00-10-31.jpg,dataset_top12\pedestrian crossing\opened\photo_87_2024-12-19_00-10-31.jpg
2873,2,tow truck,opened,725,673,photo_59_2024-12-18_02-17-59.jpg,dataset_top12\tow truck\opened\photo_59_2024-12-18_02-17-59.jpg
3064,3,no stopping,opened,960,1280,photo_16_2024-12-18_13-00-25.jpg,dataset_top12\no stopping\opened\photo_16_2024-12-18_13-00-25.jpg
4099,6,left,opened,63,108,photo_53_2024-04-25_12-41-12_9.jpg,dataset_top12\left\opened\photo_53_2024-04-25_12-41-12_9.jpg
1261,0,pedestrian crossing,closed,960,1280,photo_36_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-10-29_09-42-50.jpg
1331,0,pedestrian crossing,closed,788,798,photo_42_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-07_12-48-02.jpg
3143,3,no stopping,opened,558,566,photo_6_2024-12-09_12-46-32_1.jpg,dataset_top12\no stopping\opened\photo_6_2024-12-09_12-46-32_1.jpg
2862,2,tow truck,opened,672,705,photo_55_2024-12-19_02-00-05.jpg,dataset_top12\tow truck\opened\photo_55_2024-12-19_02-00-05.jpg
1422,0,pedestrian crossing,closed,960,1280,photo_50_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_50_2024-12-07_12-48-02.jpg
