image_id,label,class_name,condition,width,height,filename,relative_path,split
1178,0,pedestrian crossing,closed,960,1280,photo_28_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_28_2024-12-06_22-23-51.jpg,test
1179,0,pedestrian crossing,closed,1100,1280,photo_28_2024-12-07_12-47-32.jpg,dataset_top12\pedestrian crossing\closed\photo_28_2024-12-07_12-47-32.jpg,validation
1180,0,pedestrian crossing,closed,960,1280,photo_28_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_28_2024-12-07_12-48-36.jpg,validation
1181,0,pedestrian crossing,closed,1280,1273,photo_28_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_28_2024-12-07_12-49-18.jpg,test
1182,0,pedestrian crossing,closed,960,1280,photo_28_2024-12-07_12-51-07.jpg,dataset_top12\pedestrian crossing\closed\photo_28_2024-12-07_12-51-07.jpg,train
1183,0,pedestrian crossing,closed,960,1280,photo_28_2024-12-09_12-46-01.jpg,dataset_top12\pedestrian crossing\closed\photo_28_2024-12-09_12-46-01.jpg,validation
1184,0,pedestrian crossing,closed,960,1280,photo_29_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-10-29_09-42-50.jpg,train
1185,0,pedestrian crossing,closed,960,1280,photo_29_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-10-29_09-53-08.jpg,train
1186,0,pedestrian crossing,closed,960,1280,photo_29_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-10-29_09-53-51.jpg,train
1187,0,pedestrian crossing,closed,960,1280,photo_29_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-10-29_09-54-21.jpg,train
1188,0,pedestrian crossing,closed,960,1280,photo_29_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-12-06_22-23-51.jpg,train
1189,0,pedestrian crossing,closed,960,1280,photo_29_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-12-06_22-25-52.jpg,train
1190,0,pedestrian crossing,closed,1061,1280,photo_29_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_29_2024-12-07_12-48-02.jpg,test
1191,0,pedestrian crossing,closed,960,1280,photo_2_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-10-29_09-42-50.jpg,train
1192,0,pedestrian crossing,closed,960,1280,photo_2_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-10-29_09-53-08.jpg,train
1193,0,pedestrian crossing,closed,960,1280,photo_2_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-10-29_09-53-51.jpg,train
1194,0,pedestrian crossing,closed,960,1280,photo_2_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-10-29_09-54-21.jpg,validation
1195,0,pedestrian crossing,closed,960,1280,photo_2_2024-10-29_09-54-37.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-10-29_09-54-37.jpg,test
1196,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-05_22-23-10.jpg,test
1197,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-06_22-24-57.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-06_22-24-57.jpg,validation
1198,0,pedestrian crossing,closed,1280,1113,photo_2_2024-12-07_12-47-32.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-07_12-47-32.jpg,train
1199,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-07_12-48-02.jpg,train
1200,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-07_12-48-36.jpg,train
1201,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-07_12-49-18.jpg,train
1202,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-09_12-45-24.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-09_12-45-24.jpg,train
1203,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-18_02-27-08.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-18_02-27-08.jpg,test
1204,0,pedestrian crossing,closed,960,1280,photo_2_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\closed\photo_2_2024-12-18_02-36-53.jpg,test
1205,0,pedestrian crossing,closed,960,1280,photo_30_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-10-29_09-42-50.jpg,train
1206,0,pedestrian crossing,closed,960,1280,photo_30_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-10-29_09-53-08.jpg,train
1207,0,pedestrian crossing,closed,960,1280,photo_30_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-10-29_09-53-51.jpg,train
1208,0,pedestrian crossing,closed,960,1280,photo_30_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-10-29_09-54-21.jpg,test
1209,0,pedestrian crossing,closed,960,1280,photo_30_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-05_22-23-10.jpg,train
1210,0,pedestrian crossing,closed,960,1280,photo_30_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-05_22-23-25.jpg,train
1211,0,pedestrian crossing,closed,960,1280,photo_30_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-06_22-23-51.jpg,train
1212,0,pedestrian crossing,closed,960,1280,photo_30_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-06_22-25-52.jpg,train
1213,0,pedestrian crossing,closed,960,1280,photo_30_2024-12-07_12-47-32.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-07_12-47-32.jpg,validation
1214,0,pedestrian crossing,closed,908,959,photo_30_2024-12-07_12-48-02_1.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-07_12-48-02_1.jpg,train
1215,0,pedestrian crossing,closed,960,1280,photo_31_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-10-29_09-53-08.jpg,train
1216,0,pedestrian crossing,closed,960,1280,photo_31_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-10-29_09-53-51.jpg,test
1217,0,pedestrian crossing,closed,960,1280,photo_31_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-12-05_22-23-10.jpg,train
1218,0,pedestrian crossing,closed,960,1280,photo_31_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-12-05_22-23-25.jpg,train
1219,0,pedestrian crossing,closed,960,1280,photo_31_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-12-06_22-25-52.jpg,train
1220,0,pedestrian crossing,closed,1040,1280,photo_31_2024-12-07_12-46-52.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-12-07_12-46-52.jpg,validation
1221,0,pedestrian crossing,closed,960,1280,photo_31_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-12-07_12-48-36.jpg,test
1222,0,pedestrian crossing,closed,960,1280,photo_31_2024-12-09_12-49-48.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-12-09_12-49-48.jpg,train
1223,0,pedestrian crossing,closed,960,1280,photo_32_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-10-29_09-42-50.jpg,train
1224,0,pedestrian crossing,closed,960,1280,photo_32_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-10-29_09-53-08.jpg,train
1225,0,pedestrian crossing,closed,960,1280,photo_32_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-10-29_09-53-51.jpg,train
1226,0,pedestrian crossing,closed,960,1280,photo_32_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-10-29_09-54-21.jpg,train
1227,0,pedestrian crossing,closed,960,1280,photo_32_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-12-05_22-23-10.jpg,train
1228,0,pedestrian crossing,closed,960,1280,photo_32_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-12-05_22-23-25.jpg,test
1229,0,pedestrian crossing,closed,812,795,photo_32_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-12-07_12-49-18.jpg,train
1230,0,pedestrian crossing,closed,960,1280,photo_33_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-10-29_09-53-08.jpg,train
1231,0,pedestrian crossing,closed,960,1280,photo_33_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-10-29_09-53-51.jpg,train
1232,0,pedestrian crossing,closed,960,1280,photo_33_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-10-29_09-54-21.jpg,train
1233,0,pedestrian crossing,closed,960,1280,photo_33_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-05_22-23-10.jpg,validation
1234,0,pedestrian crossing,closed,960,1280,photo_33_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-05_22-23-25.jpg,test
1235,0,pedestrian crossing,closed,960,1280,photo_33_2024-12-05_22-23-50.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-05_22-23-50.jpg,test
1236,0,pedestrian crossing,closed,960,1280,photo_33_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-06_22-23-51.jpg,train
1237,0,pedestrian crossing,closed,960,1280,photo_33_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-06_22-25-52.jpg,validation
1238,0,pedestrian crossing,closed,960,1280,photo_33_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-07_12-48-36.jpg,train
1239,0,pedestrian crossing,closed,960,1280,photo_33_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-07_12-49-18.jpg,train
1240,0,pedestrian crossing,closed,438,442,photo_33_2024-12-09_12-45-24.jpg,dataset_top12\pedestrian crossing\closed\photo_33_2024-12-09_12-45-24.jpg,validation
1241,0,pedestrian crossing,closed,960,1280,photo_34_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_34_2024-10-29_09-42-50.jpg,train
1242,0,pedestrian crossing,closed,960,1280,photo_34_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_34_2024-10-29_09-53-08.jpg,test
1243,0,pedestrian crossing,closed,960,1280,photo_34_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_34_2024-10-29_09-53-51.jpg,train
1244,0,pedestrian crossing,closed,960,1280,photo_34_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_34_2024-10-29_09-54-21.jpg,train
1245,0,pedestrian crossing,closed,960,1280,photo_34_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_34_2024-12-05_22-23-10.jpg,test
1246,0,pedestrian crossing,closed,960,1280,photo_34_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_34_2024-12-05_22-23-25.jpg,validation
1247,0,pedestrian crossing,closed,960,1280,photo_34_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_34_2024-12-07_12-49-18.jpg,train
1248,0,pedestrian crossing,closed,960,1280,photo_35_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-10-29_09-42-50.jpg,train
1249,0,pedestrian crossing,closed,960,1280,photo_35_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-10-29_09-53-08.jpg,train
1250,0,pedestrian crossing,closed,960,1280,photo_35_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-10-29_09-53-51.jpg,train
1251,0,pedestrian crossing,closed,960,1280,photo_35_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-10-29_09-54-21.jpg,train
1252,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-05_22-23-10.jpg,train
1253,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-05_22-23-25.jpg,test
1254,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-05_22-23-50.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-05_22-23-50.jpg,train
1255,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-07_12-47-32.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-07_12-47-32.jpg,train
1256,0,pedestrian crossing,closed,1059,1038,photo_35_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-07_12-48-02.jpg,validation
1257,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-07_12-48-36.jpg,train
1258,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-07_12-49-18.jpg,train
1259,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-07_12-51-07.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-07_12-51-07.jpg,train
1260,0,pedestrian crossing,closed,960,1280,photo_35_2024-12-09_12-46-32.jpg,dataset_top12\pedestrian crossing\closed\photo_35_2024-12-09_12-46-32.jpg,train
1261,0,pedestrian crossing,closed,960,1280,photo_36_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-10-29_09-42-50.jpg,train
1262,0,pedestrian crossing,closed,960,1280,photo_36_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-10-29_09-53-08.jpg,train
1263,0,pedestrian crossing,closed,960,1280,photo_36_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-10-29_09-53-51.jpg,train
1264,0,pedestrian crossing,closed,960,1280,photo_36_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-05_22-23-10.jpg,train
1265,0,pedestrian crossing,closed,960,1280,photo_36_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-05_22-23-25.jpg,validation
1266,0,pedestrian crossing,closed,1266,1280,photo_36_2024-12-05_22-23-50.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-05_22-23-50.jpg,train
1267,0,pedestrian crossing,closed,960,1280,photo_36_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-06_22-25-52.jpg,train
1268,0,pedestrian crossing,closed,1020,946,photo_36_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-07_12-48-02.jpg,train
1269,0,pedestrian crossing,closed,960,1280,photo_36_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-07_12-49-18.jpg,train
1270,0,pedestrian crossing,closed,960,1280,photo_36_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\closed\photo_36_2024-12-18_02-36-53.jpg,validation
1271,0,pedestrian crossing,closed,960,1280,photo_37_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-10-29_09-42-50.jpg,train
1272,0,pedestrian crossing,closed,960,1280,photo_37_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-10-29_09-53-08.jpg,train
1273,0,pedestrian crossing,closed,960,1280,photo_37_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-10-29_09-53-51.jpg,validation
1274,0,pedestrian crossing,closed,960,1280,photo_37_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-10-29_09-54-21.jpg,test
1275,0,pedestrian crossing,closed,960,1280,photo_37_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-12-05_22-23-10.jpg,train
1276,0,pedestrian crossing,closed,960,1280,photo_37_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-12-05_22-23-25.jpg,train
1277,0,pedestrian crossing,closed,1002,1065,photo_37_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-12-07_12-48-02.jpg,train
1278,0,pedestrian crossing,closed,960,1280,photo_37_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_37_2024-12-07_12-49-18.jpg,train
1279,0,pedestrian crossing,closed,960,1280,photo_38_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-10-29_09-53-08.jpg,train
1280,0,pedestrian crossing,closed,960,1280,photo_38_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-10-29_09-53-51.jpg,train
1281,0,pedestrian crossing,closed,960,1280,photo_38_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-10-29_09-54-21.jpg,train
1282,0,pedestrian crossing,closed,960,1280,photo_38_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-12-05_22-23-10.jpg,validation
1283,0,pedestrian crossing,closed,1007,1280,photo_38_2024-12-05_22-23-50.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-12-05_22-23-50.jpg,train
1284,0,pedestrian crossing,closed,960,1280,photo_38_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-12-06_22-23-51.jpg,test
1285,0,pedestrian crossing,closed,687,683,photo_38_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-12-07_12-48-02.jpg,train
1286,0,pedestrian crossing,closed,960,1040,photo_38_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-12-07_12-48-36.jpg,train
1287,0,pedestrian crossing,closed,960,982,photo_38_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_38_2024-12-07_12-49-18.jpg,train
1288,0,pedestrian crossing,closed,960,1280,photo_39_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_39_2024-10-29_09-53-08.jpg,train
1289,0,pedestrian crossing,closed,960,1280,photo_39_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_39_2024-10-29_09-53-51.jpg,validation
1290,0,pedestrian crossing,closed,960,1280,photo_39_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_39_2024-10-29_09-54-21.jpg,train
1291,0,pedestrian crossing,closed,960,1280,photo_39_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_39_2024-12-05_22-23-10.jpg,test
1292,0,pedestrian crossing,closed,960,1280,photo_39_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_39_2024-12-06_22-23-51.jpg,test
1293,0,pedestrian crossing,closed,960,1280,photo_39_2024-12-07_12-47-32.jpg,dataset_top12\pedestrian crossing\closed\photo_39_2024-12-07_12-47-32.jpg,train
1294,0,pedestrian crossing,closed,975,1280,photo_39_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_39_2024-12-07_12-48-02.jpg,train
1295,0,pedestrian crossing,closed,960,1280,photo_3_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-10-29_09-42-50.jpg,train
1296,0,pedestrian crossing,closed,960,1280,photo_3_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-10-29_09-53-08.jpg,train
1297,0,pedestrian crossing,closed,960,1280,photo_3_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-10-29_09-53-51.jpg,test
1298,0,pedestrian crossing,closed,960,1280,photo_3_2024-10-29_09-54-37.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-10-29_09-54-37.jpg,test
1299,0,pedestrian crossing,closed,960,1280,photo_3_2024-12-06_22-24-57.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-12-06_22-24-57.jpg,validation
1300,0,pedestrian crossing,closed,1038,1280,photo_3_2024-12-07_12-47-32.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-12-07_12-47-32.jpg,train
1301,0,pedestrian crossing,closed,960,1280,photo_3_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-12-07_12-48-36.jpg,train
1302,0,pedestrian crossing,closed,960,1280,photo_3_2024-12-09_12-45-24.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-12-09_12-45-24.jpg,train
1303,0,pedestrian crossing,closed,960,1280,photo_3_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-12-18_02-36-53.jpg,train
1304,0,pedestrian crossing,closed,959,1280,photo_40_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-10-29_09-42-50.jpg,train
1305,0,pedestrian crossing,closed,960,1280,photo_40_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-10-29_09-53-08.jpg,train
1306,0,pedestrian crossing,closed,960,1280,photo_40_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-10-29_09-53-51.jpg,train
1307,0,pedestrian crossing,closed,960,1280,photo_40_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-05_22-23-25.jpg,train
1308,0,pedestrian crossing,closed,960,1280,photo_40_2024-12-05_22-23-50.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-05_22-23-50.jpg,train
1309,0,pedestrian crossing,closed,960,1280,photo_40_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-06_22-23-51.jpg,train
1310,0,pedestrian crossing,closed,960,1280,photo_40_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-06_22-25-52.jpg,train
1311,0,pedestrian crossing,closed,854,1280,photo_40_2024-12-07_12-46-52.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-07_12-46-52.jpg,test
1312,0,pedestrian crossing,closed,874,883,photo_40_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-07_12-48-02.jpg,train
1313,0,pedestrian crossing,closed,960,1280,photo_40_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-07_12-49-18.jpg,train
1314,0,pedestrian crossing,closed,444,444,photo_40_2024-12-09_12-45-24.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-09_12-45-24.jpg,train
1315,0,pedestrian crossing,closed,960,1280,photo_40_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-12-18_02-36-53.jpg,train
1316,0,pedestrian crossing,closed,960,1280,photo_41_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-10-29_09-42-50.jpg,train
1317,0,pedestrian crossing,closed,960,1280,photo_41_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-10-29_09-53-08.jpg,test
1318,0,pedestrian crossing,closed,960,1280,photo_41_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-10-29_09-53-51.jpg,train
1319,0,pedestrian crossing,closed,960,1280,photo_41_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-12-05_22-23-25.jpg,test
1320,0,pedestrian crossing,closed,960,1280,photo_41_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-12-07_12-48-02.jpg,test
1321,0,pedestrian crossing,closed,960,1280,photo_41_2024-12-07_12-48-37.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-12-07_12-48-37.jpg,validation
1322,0,pedestrian crossing,closed,960,1280,photo_41_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-12-07_12-49-18.jpg,train
1323,0,pedestrian crossing,closed,445,421,photo_41_2024-12-09_12-45-24.jpg,dataset_top12\pedestrian crossing\closed\photo_41_2024-12-09_12-45-24.jpg,train
1324,0,pedestrian crossing,closed,960,1280,photo_42_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-10-29_09-42-50.jpg,train
1325,0,pedestrian crossing,closed,960,1280,photo_42_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-10-29_09-53-51.jpg,train
1326,0,pedestrian crossing,closed,1280,1041,photo_42_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-05_22-23-10.jpg,train
1327,0,pedestrian crossing,closed,960,1280,photo_42_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-05_22-23-25.jpg,train
1328,0,pedestrian crossing,closed,1000,1280,photo_42_2024-12-05_22-23-50.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-05_22-23-50.jpg,test
1329,0,pedestrian crossing,closed,960,1280,photo_42_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-06_22-23-51.jpg,train
1330,0,pedestrian crossing,closed,960,1280,photo_42_2024-12-06_22-25-52.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-06_22-25-52.jpg,train
1331,0,pedestrian crossing,closed,788,798,photo_42_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-07_12-48-02.jpg,train
1332,0,pedestrian crossing,closed,960,1280,photo_42_2024-12-07_12-48-37.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-07_12-48-37.jpg,train
1333,0,pedestrian crossing,closed,960,1280,photo_42_2024-12-07_12-49-18.jpg,dataset_top12\pedestrian crossing\closed\photo_42_2024-12-07_12-49-18.jpg,test
1334,0,pedestrian crossing,closed,960,1280,photo_43_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_43_2024-10-29_09-42-50.jpg,train
1335,0,pedestrian crossing,closed,960,1280,photo_43_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_43_2024-10-29_09-53-08.jpg,train
1336,0,pedestrian crossing,closed,960,1280,photo_43_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_43_2024-10-29_09-53-51.jpg,train
1337,0,pedestrian crossing,closed,960,1280,photo_43_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_43_2024-10-29_09-54-21.jpg,test
